('胁', '脅')	141183
('施', '施')	526984
('醒', '醒')	530145
('探', '探')	410558
('食', '食')	472641
('超', '超')	523096
('呼', '呼')	554238
('盖', '蓋')	316622
('珠', '珠')	433398
('桌', '桌')	396922
('愿*', '?')	153009
('供', '供')	275892
('卡', '卡')	382157
('妙', '妙')	425901
('田', '田')	541203
('际', '際')	516862
('恶', '惡')	604662
('幸', '幸')	396171
('福', '福')	538337
('殊', '殊')	166584
('资', '資')	738729
('料', '料')	665286
('兰', '蘭')	654788
('率', '率')	413554
('拔', '拔')	261291
('游*', '?')	149681
('班', '班')	412142
('脖', '脖')	138336
('僧', '僧')	194210
('炮', '炮')	343364
('遣', '遣')	193131
('互', '互')	275236
('触', '觸')	273139
('扯*', '?')	120561
('善', '善')	402715
('仗', '仗')	211544
('斜', '斜')	167795
('环', '環')	389449
('境', '境')	522052
('效', '效')	387085
('党', '黨')	359800
('角', '角')	688575
('怜', '憐')	229481
('央', '央')	175799
('勉', '勉')	141028
('表*', '?')	260798
('竹', '竹')	274557
('投', '投')	601260
('防', '防')	619599
('御', '禦')	137686
('须*', '?')	147303
('脱', '脫')	502817
('困', '困')	200168
('掏', '掏')	114469
('麽', '麼')	107982
('移', '移')	350120
('捏', '捏')	126725
('韩', '韓')	502977
('妃', '妃')	185505
('划*', '?')	109200
('偷', '偷')	421411
('赛', '賽')	291695
('逐', '逐')	273831
('隔', '隔')	235565
('插', '插')	232624
('愤', '憤')	255516
('损', '損')	256455
('堡', '堡')	218561
('权', '權')	621109
('肚', '肚')	188198
('议', '議')	707417
('秒', '秒')	117633
('伍', '伍')	235158
('骗', '騙')	188634
('跪', '跪')	185023
('村', '村')	376941
('骨', '骨')	450117
('袍', '袍')	169347
('夺', '奪')	296403
('陆', '陸')	696316
('键', '鍵')	136835
('砍', '砍')	151351
('舰', '艦')	396098
('软', '軟')	323535
('孙', '孫')	811677
('烈', '烈')	613390
('盘', '盤')	439352
('枚', '枚')	112916
('闭', '閉')	322917
('商', '商')	774201
('梁', '梁')	349515
('曹', '曹')	404205
('操', '操')	330537
('弱', '弱')	398642
('波', '波')	484827
