4582	了	了	" /to finish/(used with 得[de2] or 不[bu4] after a verb to express (im)possibility, as in 忘不了[wang4 bu5 liao3] ""cannot forget"")/(literary) (usually followed by a negative such as 無|无[wu2] or 不[bu4]) completely (not); entirely (not); (not) in the least/to understand clearly (variant of 瞭|了[liao3])/"
4606	亇	亇	 /variant of 個|个[ge4]/
4612	亊	亊	 /variant of 事[shi4]/
4627	事兒	事儿	 /one's employment/business/matter that needs to be settled/(northern dialect) (of a person) demanding/trying/troublesome/erhua variant of 事[shi4]/CL:件[jian4],樁|桩[zhuang1]/
4830	二簧	二簧	 /variant of 二黃|二黄[er4 huang2]/
4869	二逼	二逼	 /variant of 二屄[er4 bi1]/
4901	于	于	 /to go/to take/sentence-final interrogative particle/variant of 於|于[yu2]/
4911	亐	亐	 /old variant of 于[yu2]/
5059	五癆七傷	五痨七伤	 /variant of 五勞七傷|五劳七伤[wu3 lao2 qi1 shang1]/
5066	五穀	五谷	 /five crops, e.g. millet 粟[su4], soybean 豆[dou4], sesame 麻[ma2], barley 麥|麦[mai4], rice 稻[dao4] or other variants/all crops/all grains/oats, peas, beans and barley/
5070	五筆字形	五笔字形	 /Chinese character input method for entering characters by numbered strokes (variant of 五筆字型|五笔字型[wu3 bi3 zi4 xing2])/
5170	亖	亖	 /old variant of 四[si4]/
5179	亜	亜	 /Japanese variant of 亞|亚/
5180	亝	亝	 /old variant of 齊|齐[qi2]/
5181	亝	斋	 /old variant of 齋|斋[zhai1]/
5316	亞麻子	亚麻子	 /variant of 亞麻籽|亚麻籽[ya4 ma2 zi3]/
5330	亡八	亡八	 /variant of 王八[wang2 ba1]/
5350	交	交	 /to hand over; to deliver; to pay (money); to turn over/to make friends/(of lines) to intersect/variant of 跤[jiao1]/
5397	交彙	交汇	 /variant of 交匯|交汇/to flow together/confluence (of rivers, airflow, roads)/(international) cooperation/
5399	交待	交待	 /variant of 交代[jiao1 dai4]/
5524	亦且	亦且	 /variant of 抑且[yi4 qie3]/
5634	亯	享	 /old variant of 享[xiang3]/
5635	亱	夜	 /variant of 夜[ye4]/
5641	亷	廉	 /old variant of 廉[lian2]/
5781	人情味兒	人情味儿	 /erhua variant of 人情味[ren2 qing2 wei4]/
5804	人材	人材	 /variant of 人才[ren2 cai2]/
5906	人緣兒	人缘儿	 /erhua variant of 人緣|人缘[ren2 yuan2]/
6001	亼	亼	 /variant of 集[ji2]/
6002	亽	亽	 /old variant of 亼[ji2]/
6004	亾	亡	 /old variant of 亡[wang2]/
6145	介蒂	介蒂	 /variant of 芥蒂[jie4 di4]/
6152	仌	仌	 /old variant of 冰[bing1]/
6156	从	从	 /variant of 從|从[cong2]/
6157	仏	仏	 /Japanese variant of 佛/
6159	仔	仔	 /variant of 崽[zai3]/(dialect) (bound form) young man/
6179	他喵的	他喵的	 /drat/frick/(euphemistic variant of 他媽的|他妈的[ta1 ma1 de5])/
6264	仙方兒	仙方儿	 /erhua variant of 仙方[xian1 fang1]/
6284	仚	仚	 /old variant of 仙[xian1]/
6285	仝	仝	 /variant of 同[tong2] (used as a surname and in given names)/
6403	令嬡	令嫒	 /variant of 令愛|令爱[ling4 ai4]/
6516	以老賣老	以老卖老	 /variant of 倚老賣老|倚老卖老[yi3 lao3 - mai4 lao3]/
6553	仮	仮	 /Japanese variant of 假[jia3]/
6653	份	份	 /classifier for gifts, newspaper, magazine, papers, reports, contracts etc/variant of 分[fen4]/
6657	份子	分子	 /variant of 分子[fen4 zi3]/
6659	份量	份量	 /variant of 分量[fen4 liang5]/
6708	企畫	企画	 /variant of 企劃|企划[qi3 hua4]/
6715	伇	伇	 /old variant of 役[yi4]/
6744	伊媚兒	伊媚儿	 /variant of 伊妹兒|伊妹儿[yi1 mei4 r5]/
6834	伏侍	伏侍	 /variant of 服侍[fu2 shi5]/
6855	伏犧	伏牺	 /variant of 伏羲[Fu2 xi1]/
6858	伏罪	伏罪	 /variant of 服罪[fu2 zui4]/
6865	伏輸	伏输	 /variant of 服輸|服输[fu2 shu1]/
6866	伏辯	伏辩	 /variant of 服辯|服辩[fu2 bian4]/
6918	伕	伕	 /variant of 夫[fu1]/
6919	伙	伙	 /meals (abbr. for 伙食[huo3 shi2])/variant of 夥|伙[huo3]/
6924	伙頤	伙颐	 /variant of 夥頤|夥颐[huo3 yi2]/
6927	伜	伜	 /variant of 倅[cui4]/
6928	伝	伝	 /Japanese variant of 傳|传/
6932	伩	伩	 /variant of 信[xin4] (originally meant as part of the second round of simplified Chinese characters)/
6935	伭	伭	 /variant of 玄[xuan2]/variant of 懸|悬[xuan2]/
6936	伯	伯	 /variant of 霸[ba4]/
6985	伱	伱	 /old variant of 你[ni3]/
6986	伲	伲	 /variant of 你[ni3]/
7036	伸雪	伸雪	 /variant of 申雪[shen1 xue3]/
7069	伽瑪	伽玛	 /variant of 伽馬|伽马[ga1 ma3]/
7080	佀	似	 /old variant of 似[si4]/
7098	佈	布	 /variant of 布[bu4]/to announce/to spread/
7291	佔	占	 /variant of 占[zhan4]/
7351	余	余	 /(literary) I; me/variant of 餘|余[yu2]/
7355	佚	佚	 /old variant of 迭[die2]/
7356	佚	佚	 /lost/missing/forsaken/dissolute/(of a woman) beautiful/fault/offense/hermit/variant of 逸[yi4]/
7438	作壽	作寿	 /variant of 做壽|做寿[zuo4 shou4]/
7475	作派	作派	 /variant of 做派[zuo4 pai4]/
7529	佡	佡	 /variant of 仙, immortal/light (as a feather)/
7558	佱	佱	 /old variant of 法[fa3]/
7584	佳賓	佳宾	 /variant of 嘉賓|嘉宾[jia1 bin1]/
7599	併系群	并系群	 /variant of 並系群|并系群[bing4 xi4 qun2]/
7619	使勁兒	使劲儿	 /erhua variant of 使勁|使劲[shi3 jin4]/
7649	侂	侂	 /(literary) to entrust (variant of 託|托[tuo1])/
7657	侄	侄	 /variant of 姪|侄[zhi2]/
7712	來臺	来台	 /variant of 來台|来台[lai2 - Tai2]/
7738	侈糜	侈糜	 /variant of 侈靡[chi3 mi2]/
7759	侌	侌	 /old variant of 陰|阴[yin1]/
7792	侚	侚	 /(literary) quick/variant of 殉[xun4]/
7883	価	価	 /Japanese variant of 價|价/
7884	侢	侢	 /old variant of 戴[dai4]/
7933	侷限	局限	 /variant of 局限[ju2 xian4]/
7935	侽	侽	 /old variant of 男[nan2]/
8025	俄克拉荷馬	俄克拉荷马	 /variant of 俄克拉何馬|俄克拉何马[E2 ke4 la1 he2 ma3]/
8070	俐落	俐落	 /variant of 利落[li4 luo5]/
8104	俛	俯	 /variant of 俯[fu3]/
8172	保母	保母	 /variant of 保姆[bao3 mu3]/
8173	保準	保准	 /variant of 保准[bao3 zhun3]/
8182	保特瓶	保特瓶	 /variant of 寶特瓶|宝特瓶[bao3 te4 ping2]/
8232	保鑣	保镳	 /variant of 保鏢|保镖[bao3 biao1]/
8262	俞	俞	 /variant of 腧[shu4]/
8271	俟機	俟机	 /variant of 伺機|伺机[si4 ji1]/
8293	信口開合	信口开合	 /variant of 信口開河|信口开河[xin4 kou3 kai1 he2]/
